app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
can-nds-ssl,3660,tcp,6,IBM Tivoli Directory Service using SSL,,,
can-nds-ssl,3660,udp,17,IBM Tivoli Directory Service using SSL,,,
can-ferret-ssl,3661,tcp,6,IBM Tivoli Directory Service using SSL,,,
can-ferret-ssl,3661,udp,17,IBM Tivoli Directory Service using SSL,,,
pserver,3662,tcp,6,pserver,,,
pserver,3662,udp,17,pserver,,,
dtp,3663,tcp,6,DIRECWAY Tunnel Protocol,,,
dtp,3663,udp,17,DIRECWAY Tunnel Protocol,,,
ups-engine,3664,tcp,6,UPS Engine Port,,,
ups-engine,3664,udp,17,UPS Engine Port,,,
ent-engine,3665,tcp,6,Enterprise Engine Port,,,
ent-engine,3665,udp,17,Enterprise Engine Port,,,
eserver-pap,3666,tcp,6,IBM eServer PAP,,,
eserver-pap,3666,udp,17,IBM EServer PAP,,,
infoexch,3667,tcp,6,IBM Information Exchange,,,
infoexch,3667,udp,17,IBM Information Exchange,,,
dell-rm-port,3668,tcp,6,Dell Remote Management,,,
dell-rm-port,3668,udp,17,Dell Remote Management,,,
casanswmgmt,3669,tcp,6,CA SAN Switch Management,,,
casanswmgmt,3669,udp,17,CA SAN Switch Management,,,
smile,3670,tcp,6,SMILE TCP/UDP Interface,,,
smile,3670,udp,17,SMILE TCP/UDP Interface,,,
efcp,3671,tcp,6,e Field Control (EIBnet),,,
efcp,3671,udp,17,e Field Control (EIBnet),,,
lispworks-orb,3672,tcp,6,LispWorks ORB,,,
lispworks-orb,3672,udp,17,LispWorks ORB,,,
mediavault-gui,3673,tcp,6,Openview Media Vault GUI,,,
mediavault-gui,3673,udp,17,Openview Media Vault GUI,,,
wininstall-ipc,3674,tcp,6,WinINSTALL IPC Port,,,
wininstall-ipc,3674,udp,17,WinINSTALL IPC Port,,,
calltrax,3675,tcp,6,CallTrax Data Port,,,
calltrax,3675,udp,17,CallTrax Data Port,,,
va-pacbase,3676,tcp,6,VisualAge Pacbase server,,,
va-pacbase,3676,udp,17,VisualAge Pacbase server,,,
roverlog,3677,tcp,6,RoverLog IPC,,,
roverlog,3677,udp,17,RoverLog IPC,,,
ipr-dglt,3678,tcp,6,DataGuardianLT,,,
ipr-dglt,3678,udp,17,DataGuardianLT,,,
Escale (Newton Dock),3679,tcp,6,Newton Dock,,,
Escale (Newton Dock),3679,udp,17,Newton Dock,,,
npds-tracker,3680,tcp,6,NPDS Tracker,,,
npds-tracker,3680,udp,17,NPDS Tracker,,,
bts-x73,3681,tcp,6,BTS X73 Port,,,
bts-x73,3681,udp,17,BTS X73 Port,,,
cas-mapi,3682,tcp,6,EMC SmartPackets-MAPI,,,
cas-mapi,3682,udp,17,EMC SmartPackets-MAPI,,,
bmc-ea,3683,tcp,6,BMC EDV/EA,,,
bmc-ea,3683,udp,17,BMC EDV/EA,,,
faxstfx-port,3684,tcp,6,FAXstfX,,,
faxstfx-port,3684,udp,17,FAXstfX,,,
dsx-agent,3685,tcp,6,DS Expert Agent,,,
dsx-agent,3685,udp,17,DS Expert Agent,,,
tnmpv2,3686,tcp,6,Trivial Network Management,,,
tnmpv2,3686,udp,17,Trivial Network Management,,,
simple-push,3687,tcp,6,simple-push,,,
simple-push,3687,udp,17,simple-push,,,
simple-push-s,3688,tcp,6,simple-push Secure,,,
simple-push-s,3688,udp,17,simple-push Secure,,,
daap,3689,tcp,6,Digital Audio Access Protocol (iTunes),,,"Defined TXT keys: txtvers, Version, iTSh Version, Machine ID, Database ID, Machine Name, Password"
daap,3689,udp,17,Digital Audio Access Protocol (iTunes),,,"Defined TXT keys: txtvers, Version, iTSh Version, Machine ID, Database ID, Machine Name, Password"
svn,3690,tcp,6,Subversion,,,
svn,3690,udp,17,Subversion,,,
magaya-network,3691,tcp,6,Magaya Network Port,,,
magaya-network,3691,udp,17,Magaya Network Port,,,
intelsync,3692,tcp,6,Brimstone IntelSync,,,
intelsync,3692,udp,17,Brimstone IntelSync,,,
easl,3693,tcp,6,Emergency Automatic Structure Lockdown System,,,This port was previously removed on 2007-04-05.
UNDEFINED,3693,udp,17,Reserved,,,This port was previously removed on 2007-04-05.
UNDEFINED,3694,,,Unassigned,,,
bmc-data-coll,3695,tcp,6,BMC Data Collection,,,
bmc-data-coll,3695,udp,17,BMC Data Collection,,,
telnetcpcd,3696,tcp,6,Telnet Com Port Control,,,
telnetcpcd,3696,udp,17,Telnet Com Port Control,,,
nw-license,3697,tcp,6,NavisWorks License System,,,
nw-license,3697,udp,17,NavisWorks Licnese System,,,
sagectlpanel,3698,tcp,6,SAGECTLPANEL,,,
sagectlpanel,3698,udp,17,SAGECTLPANEL,,,
kpn-icw,3699,tcp,6,Internet Call Waiting,,,
kpn-icw,3699,udp,17,Internet Call Waiting,,,
lrs-paging,3700,tcp,6,LRS NetPage,,,
lrs-paging,3700,udp,17,LRS NetPage,,,
netcelera,3701,tcp,6,NetCelera,,,
netcelera,3701,udp,17,NetCelera,,,
ws-discovery,3702,tcp,6,Web Service Discovery,,,
ws-discovery,3702,udp,17,Web Service Discovery,,,
adobeserver-3,3703,tcp,6,Adobe Server 3,,,
adobeserver-3,3703,udp,17,Adobe Server 3,,,
adobeserver-4,3704,tcp,6,Adobe Server 4,,,
adobeserver-4,3704,udp,17,Adobe Server 4,,,
adobeserver-5,3705,tcp,6,Adobe Server 5,,,
adobeserver-5,3705,udp,17,Adobe Server 5,,,
rt-event,3706,tcp,6,Real-Time Event Port,,,
rt-event,3706,udp,17,Real-Time Event Port,,,
rt-event-s,3707,tcp,6,Real-Time Event Secure Port,,,
rt-event-s,3707,udp,17,Real-Time Event Secure Port,,,
sun-as-iiops,3708,tcp,6,Sun App Svr - Naming,,,
sun-as-iiops,3708,udp,17,Sun App Svr - Naming,,,
ca-idms,3709,tcp,6,CA-IDMS Server,,,
ca-idms,3709,udp,17,CA-IDMS Server,,,
portgate-auth,3710,tcp,6,PortGate Authentication,,,
portgate-auth,3710,udp,17,PortGate Authentication,,,
edb-server2,3711,tcp,6,EBD Server 2,,,
edb-server2,3711,udp,17,EBD Server 2,,,
sentinel-ent,3712,tcp,6,Sentinel Enterprise,,,
sentinel-ent,3712,udp,17,Sentinel Enterprise,,,
tftps,3713,tcp,6,TFTP over TLS,,,
tftps,3713,udp,17,TFTP over TLS,,,
delos-dms,3714,tcp,6,DELOS Direct Messaging,,,
delos-dms,3714,udp,17,DELOS Direct Messaging,,,
anoto-rendezv,3715,tcp,6,Anoto Rendezvous Port,,,
anoto-rendezv,3715,udp,17,Anoto Rendezvous Port,,,
wv-csp-sms-cir,3716,tcp,6,WV CSP SMS CIR Channel,,,
wv-csp-sms-cir,3716,udp,17,WV CSP SMS CIR Channel,,,
wv-csp-udp-cir,3717,tcp,6,WV CSP UDP/IP CIR Channel,,,
wv-csp-udp-cir,3717,udp,17,WV CSP UDP/IP CIR Channel,,,
opus-services,3718,tcp,6,OPUS Server Port,,,
opus-services,3718,udp,17,OPUS Server Port,,,
itelserverport,3719,tcp,6,iTel Server Port,,,
itelserverport,3719,udp,17,iTel Server Port,,,
ufastro-instr,3720,tcp,6,UF Astro. Instr. Services,,,
ufastro-instr,3720,udp,17,UF Astro. Instr. Services,,,
xsync,3721,tcp,6,Xsync,,,
xsync,3721,udp,17,Xsync,,,
xserveraid,3722,tcp,6,Xserve RAID,,,
xserveraid,3722,udp,17,Xserve RAID,,,
sychrond,3723,tcp,6,Sychron Service Daemon,,,
sychrond,3723,udp,17,Sychron Service Daemon,,,
blizwow,3724,tcp,6,World of Warcraft,,,
blizwow,3724,udp,17,World of Warcraft,,,
na-er-tip,3725,tcp,6,Netia NA-ER Port,,,
na-er-tip,3725,udp,17,Netia NA-ER Port,,,
array-manager,3726,tcp,6,Xyratex Array Manager,,,
array-manager,3726,udp,17,Xyartex Array Manager,,,
e-mdu,3727,tcp,6,Ericsson Mobile Data Unit,,,
e-mdu,3727,udp,17,Ericsson Mobile Data Unit,,,
e-woa,3728,tcp,6,Ericsson Web on Air,,,
e-woa,3728,udp,17,Ericsson Web on Air,,,
fksp-audit,3729,tcp,6,Fireking Audit Port,,,
fksp-audit,3729,udp,17,Fireking Audit Port,,,
client-ctrl,3730,tcp,6,Client Control,,,
client-ctrl,3730,udp,17,Client Control,,,
smap,3731,tcp,6,Service Manager,,,
smap,3731,udp,17,Service Manager,,,
m-wnn,3732,tcp,6,Mobile Wnn,,,
m-wnn,3732,udp,17,Mobile Wnn,,,
multip-msg,3733,tcp,6,Multipuesto Msg Port,,,
multip-msg,3733,udp,17,Multipuesto Msg Port,,,
synel-data,3734,tcp,6,Synel Data Collection Port,,,
synel-data,3734,udp,17,Synel Data Collection Port,,,
pwdis,3735,tcp,6,Password Distribution,,,
pwdis,3735,udp,17,Password Distribution,,,
rs-rmi,3736,tcp,6,RealSpace RMI,,,
rs-rmi,3736,udp,17,RealSpace RMI,,,
xpanel,3737,tcp,6,XPanel Daemon,,,
UNDEFINED,3737,udp,17,Reserved,,,
versatalk,3738,tcp,6,versaTalk Server Port,,,
versatalk,3738,udp,17,versaTalk Server Port,,,
launchbird-lm,3739,tcp,6,Launchbird LicenseManager,,,
launchbird-lm,3739,udp,17,Launchbird LicenseManager,,,
heartbeat,3740,tcp,6,Heartbeat Protocol,,,
heartbeat,3740,udp,17,Heartbeat Protocol,,,
wysdma,3741,tcp,6,WysDM Agent,,,
wysdma,3741,udp,17,WysDM Agent,,,
cst-port,3742,tcp,6,CST - Configuration & Service Tracker,,,
cst-port,3742,udp,17,CST - Configuration & Service Tracker,,,
ipcs-command,3743,tcp,6,IP Control Systems Ltd.,,,
ipcs-command,3743,udp,17,IP Control Systems Ltd.,,,
sasg,3744,tcp,6,SASG,,,
sasg,3744,udp,17,SASG,,,
gw-call-port,3745,tcp,6,GWRTC Call Port,,,
gw-call-port,3745,udp,17,GWRTC Call Port,,,
linktest,3746,tcp,6,LXPRO.COM LinkTest,,,
linktest,3746,udp,17,LXPRO.COM LinkTest,,,
linktest-s,3747,tcp,6,LXPRO.COM LinkTest SSL,,,
linktest-s,3747,udp,17,LXPRO.COM LinkTest SSL,,,
webdata,3748,tcp,6,webData,,,
webdata,3748,udp,17,webData,,,
cimtrak,3749,tcp,6,CimTrak,,,
cimtrak,3749,udp,17,CimTrak,,,
cbos-ip-port,3750,tcp,6,CBOS/IP ncapsalation port,,,
cbos-ip-port,3750,udp,17,CBOS/IP ncapsalatoin port,,,
gprs-cube,3751,tcp,6,CommLinx GPRS Cube,,,
gprs-cube,3751,udp,17,CommLinx GPRS Cube,,,
vipremoteagent,3752,tcp,6,Vigil-IP RemoteAgent,,,
vipremoteagent,3752,udp,17,Vigil-IP RemoteAgent,,,
nattyserver,3753,tcp,6,NattyServer Port,,,
nattyserver,3753,udp,17,NattyServer Port,,,
timestenbroker,3754,tcp,6,TimesTen Broker Port,,,
timestenbroker,3754,udp,17,TimesTen Broker Port,,,
sas-remote-hlp,3755,tcp,6,SAS Remote Help Server,,,
sas-remote-hlp,3755,udp,17,SAS Remote Help Server,,,
canon-capt,3756,tcp,6,Canon CAPT Port,,,
canon-capt,3756,udp,17,Canon CAPT Port,,,
grf-port,3757,tcp,6,GRF Server Port,,,
grf-port,3757,udp,17,GRF Server Port,,,
apw-registry,3758,tcp,6,apw RMI registry,,,
apw-registry,3758,udp,17,apw RMI registry,,,
exapt-lmgr,3759,tcp,6,Exapt License Manager,,,
exapt-lmgr,3759,udp,17,Exapt License Manager,,,
adtempusclient,3760,tcp,6,adTempus Client,,,
adtempusclient,3760,udp,17,adTEmpus Client,,,
gsakmp,3761,tcp,6,gsakmp port,[RFC4535],,
gsakmp,3761,udp,17,gsakmp port,[RFC4535],,
gbs-smp,3762,tcp,6,GBS SnapMail Protocol,,,
gbs-smp,3762,udp,17,GBS SnapMail Protocol,,,
xo-wave,3763,tcp,6,XO Wave Control Port,,,
xo-wave,3763,udp,17,XO Wave Control Port,,,
mni-prot-rout,3764,tcp,6,MNI Protected Routing,,,
mni-prot-rout,3764,udp,17,MNI Protected Routing,,,
rtraceroute,3765,tcp,6,Remote Traceroute,,,
rtraceroute,3765,udp,17,Remote Traceroute,,,
sitewatch-s,3766,tcp,6,SSL e-watch sitewatch server,,,this port was previously updated on 2009-06-19
UNDEFINED,3766,udp,17,Reserved,,,this port was previously updated on 2009-06-19
listmgr-port,3767,tcp,6,ListMGR Port,,,
listmgr-port,3767,udp,17,ListMGR Port,,,
rblcheckd,3768,tcp,6,rblcheckd server daemon,,,
rblcheckd,3768,udp,17,rblcheckd server daemon,,,
haipe-otnk,3769,tcp,6,HAIPE Network Keying,,,
haipe-otnk,3769,udp,17,HAIPE Network Keying,,,
cindycollab,3770,tcp,6,Cinderella Collaboration,,,
cindycollab,3770,udp,17,Cinderella Collaboration,,,
paging-port,3771,tcp,6,RTP Paging Port,,,
paging-port,3771,udp,17,RTP Paging Port,,,
ctp,3772,tcp,6,Chantry Tunnel Protocol,,,
ctp,3772,udp,17,Chantry Tunnel Protocol,,,
ctdhercules,3773,tcp,6,ctdhercules,,,
ctdhercules,3773,udp,17,ctdhercules,,,
zicom,3774,tcp,6,ZICOM,,,
zicom,3774,udp,17,ZICOM,,,
ispmmgr,3775,tcp,6,ISPM Manager Port,,,
ispmmgr,3775,udp,17,ISPM Manager Port,,,
dvcprov-port,3776,tcp,6,Device Provisioning Port,,,
dvcprov-port,3776,udp,17,Device Provisioning Port,,,
jibe-eb,3777,tcp,6,Jibe EdgeBurst,,,
jibe-eb,3777,udp,17,Jibe EdgeBurst,,,
c-h-it-port,3778,tcp,6,Cutler-Hammer IT Port,,,
c-h-it-port,3778,udp,17,Cutler-Hammer IT Port,,,
cognima,3779,tcp,6,Cognima Replication,,,
cognima,3779,udp,17,Cognima Replication,,,
nnp,3780,tcp,6,Nuzzler Network Protocol,,,
nnp,3780,udp,17,Nuzzler Network Protocol,,,
abcvoice-port,3781,tcp,6,ABCvoice server port,,,
abcvoice-port,3781,udp,17,ABCvoice server port,,,
iso-tp0s,3782,tcp,6,Secure ISO TP0 port,,,
iso-tp0s,3782,udp,17,Secure ISO TP0 port,,,
bim-pem,3783,tcp,6,Impact Mgr./PEM Gateway,,,
bim-pem,3783,udp,17,Impact Mgr./PEM Gateway,,,
bfd-control,3784,tcp,6,BFD Control Protocol,[RFC5881],,
bfd-control,3784,udp,17,BFD Control Protocol,[RFC5881],,
bfd-echo,3785,tcp,6,BFD Echo Protocol,[RFC5881],,
bfd-echo,3785,udp,17,BFD Echo Protocol,[RFC5881],,
upstriggervsw,3786,tcp,6,VSW Upstrigger port,,,
upstriggervsw,3786,udp,17,VSW Upstrigger port,,,
fintrx,3787,tcp,6,Fintrx,,,
fintrx,3787,udp,17,Fintrx,,,
isrp-port,3788,tcp,6,SPACEWAY Routing port,,,
isrp-port,3788,udp,17,SPACEWAY Routing port,,,
remotedeploy,3789,tcp,6,RemoteDeploy Administration Port [July 2003],,,
remotedeploy,3789,udp,17,RemoteDeploy Administration Port [July 2003],,,
quickbooksrds,3790,tcp,6,QuickBooks RDS,,,
quickbooksrds,3790,udp,17,QuickBooks RDS,,,
tvnetworkvideo,3791,tcp,6,TV NetworkVideo Data port,,,
tvnetworkvideo,3791,udp,17,TV NetworkVideo Data port,,,
sitewatch,3792,tcp,6,e-Watch Corporation SiteWatch,,,
sitewatch,3792,udp,17,e-Watch Corporation SiteWatch,,,
dcsoftware,3793,tcp,6,DataCore Software,,,
dcsoftware,3793,udp,17,DataCore Software,,,
jaus,3794,tcp,6,JAUS Robots,,,
jaus,3794,udp,17,JAUS Robots,,,
myblast,3795,tcp,6,myBLAST Mekentosj port,,,
myblast,3795,udp,17,myBLAST Mekentosj port,,,
spw-dialer,3796,tcp,6,Spaceway Dialer,,,
spw-dialer,3796,udp,17,Spaceway Dialer,,,
idps,3797,tcp,6,idps,,,
idps,3797,udp,17,idps,,,
minilock,3798,tcp,6,Minilock,,,
minilock,3798,udp,17,Minilock,,,
radius-dynauth,3799,tcp,6,RADIUS Dynamic Authorization,[RFC3576],,
radius-dynauth,3799,udp,17,RADIUS Dynamic Authorization,[RFC3576],,
pwgpsi,3800,tcp,6,Print Services Interface,,,
pwgpsi,3800,udp,17,Print Services Interface,,,
ibm-mgr,3801,tcp,6,ibm manager service,,,
ibm-mgr,3801,udp,17,ibm manager service,,,
vhd,3802,tcp,6,VHD,,,
vhd,3802,udp,17,VHD,,,
soniqsync,3803,tcp,6,SoniqSync,,,
soniqsync,3803,udp,17,SoniqSync,,,
iqnet-port,3804,tcp,6,Harman IQNet Port,,,
iqnet-port,3804,udp,17,Harman IQNet Port,,,
tcpdataserver,3805,tcp,6,ThorGuard Server Port,,,
tcpdataserver,3805,udp,17,ThorGuard Server Port,,,
wsmlb,3806,tcp,6,Remote System Manager,,,
wsmlb,3806,udp,17,Remote System Manager,,,
spugna,3807,tcp,6,SpuGNA Communication Port,,,
spugna,3807,udp,17,SpuGNA Communication Port,,,
sun-as-iiops-ca,3808,tcp,6,Sun App Svr-IIOPClntAuth,,,
sun-as-iiops-ca,3808,udp,17,Sun App Svr-IIOPClntAuth,,,
apocd,3809,tcp,6,Java Desktop System Configuration Agent,,,
apocd,3809,udp,17,Java Desktop System Configuration Agent,,,
wlanauth,3810,tcp,6,WLAN AS server,,,
wlanauth,3810,udp,17,WLAN AS server,,,
amp,3811,tcp,6,AMP,,,
amp,3811,udp,17,AMP,,,
neto-wol-server,3812,tcp,6,netO WOL Server,,,
neto-wol-server,3812,udp,17,netO WOL Server,,,
rap-ip,3813,tcp,6,Rhapsody Interface Protocol,,,
rap-ip,3813,udp,17,Rhapsody Interface Protocol,,,
neto-dcs,3814,tcp,6,netO DCS,,,
neto-dcs,3814,udp,17,netO DCS,,,
lansurveyorxml,3815,tcp,6,LANsurveyor XML,,,
lansurveyorxml,3815,udp,17,LANsurveyor XML,,,
sunlps-http,3816,tcp,6,Sun Local Patch Server,,,
sunlps-http,3816,udp,17,Sun Local Patch Server,,,
tapeware,3817,tcp,6,Yosemite Tech Tapeware,,,
tapeware,3817,udp,17,Yosemite Tech Tapeware,,,
crinis-hb,3818,tcp,6,Crinis Heartbeat,,,
crinis-hb,3818,udp,17,Crinis Heartbeat,,,
epl-slp,3819,tcp,6,EPL Sequ Layer Protocol,,,
epl-slp,3819,udp,17,EPL Sequ Layer Protocol,,,
scp,3820,tcp,6,Siemens AuD SCP,,,
scp,3820,udp,17,Siemens AuD SCP,,,
pmcp,3821,tcp,6,ATSC PMCP Standard,,,
pmcp,3821,udp,17,ATSC PMCP Standard,,,
acp-discovery,3822,tcp,6,Compute Pool Discovery,,,
acp-discovery,3822,udp,17,Compute Pool Discovery,,,
acp-conduit,3823,tcp,6,Compute Pool Conduit,,,
acp-conduit,3823,udp,17,Compute Pool Conduit,,,
acp-policy,3824,tcp,6,Compute Pool Policy,,,
acp-policy,3824,udp,17,Compute Pool Policy,,,
ffserver,3825,tcp,6,Antera FlowFusion Process Simulation,,,
ffserver,3825,udp,17,Antera FlowFusion Process Simulation,,,
warmux,3826,tcp,6,WarMUX game server,,,
warmux,3826,udp,17,WarMUX game server,,,
netmpi,3827,tcp,6,Netadmin Systems MPI service,,,
netmpi,3827,udp,17,Netadmin Systems MPI service,,,
neteh,3828,tcp,6,Netadmin Systems Event Handler,,,
neteh,3828,udp,17,Netadmin Systems Event Handler,,,
neteh-ext,3829,tcp,6,Netadmin Systems Event Handler External,,,
neteh-ext,3829,udp,17,Netadmin Systems Event Handler External,,,
cernsysmgmtagt,3830,tcp,6,Cerner System Management Agent,,,
cernsysmgmtagt,3830,udp,17,Cerner System Management Agent,,,
dvapps,3831,tcp,6,Docsvault Application Service,,,
dvapps,3831,udp,17,Docsvault Application Service,,,
xxnetserver,3832,tcp,6,xxNETserver,,,
xxnetserver,3832,udp,17,xxNETserver,,,
aipn-auth,3833,tcp,6,AIPN LS Authentication,,,
aipn-auth,3833,udp,17,AIPN LS Authentication,,,
spectardata,3834,tcp,6,Spectar Data Stream Service,,,
spectardata,3834,udp,17,Spectar Data Stream Service,,,
spectardb,3835,tcp,6,Spectar Database Rights Service,,,
spectardb,3835,udp,17,Spectar Database Rights Service,,,
markem-dcp,3836,tcp,6,MARKEM NEXTGEN DCP,,,
markem-dcp,3836,udp,17,MARKEM NEXTGEN DCP,,,
mkm-discovery,3837,tcp,6,MARKEM Auto-Discovery,,,
mkm-discovery,3837,udp,17,MARKEM Auto-Discovery,,,
sos,3838,tcp,6,Scito Object Server,,,
sos,3838,udp,17,Scito Object Server,,,
amx-rms,3839,tcp,6,AMX Resource Management Suite,,,
amx-rms,3839,udp,17,AMX Resource Management Suite,,,
flirtmitmir,3840,tcp,6,www.FlirtMitMir.de,,,
flirtmitmir,3840,udp,17,www.FlirtMitMir.de,,,
shiprush-db-svr,3841,tcp,6,ShipRush Database Server,,,
UNDEFINED,3841,udp,17,Reserved,,,
nhci,3842,tcp,6,NHCI status port,,,
nhci,3842,udp,17,NHCI status port,,,
quest-agent,3843,tcp,6,Quest Common Agent,,,
quest-agent,3843,udp,17,Quest Common Agent,,,
rnm,3844,tcp,6,RNM,,,
rnm,3844,udp,17,RNM,,,
v-one-spp,3845,tcp,6,V-ONE Single Port Proxy,,,
v-one-spp,3845,udp,17,V-ONE Single Port Proxy,,,
an-pcp,3846,tcp,6,Astare Network PCP,,,
an-pcp,3846,udp,17,Astare Network PCP,,,
msfw-control,3847,tcp,6,MS Firewall Control,,,
msfw-control,3847,udp,17,MS Firewall Control,,,
item,3848,tcp,6,IT Environmental Monitor,,,
item,3848,udp,17,IT Environmental Monitor,,,
spw-dnspreload,3849,tcp,6,SPACEWAY DNS Preload,,,
spw-dnspreload,3849,udp,17,SPACEWAY DNS Prelaod,,,
qtms-bootstrap,3850,tcp,6,QTMS Bootstrap Protocol,,,
qtms-bootstrap,3850,udp,17,QTMS Bootstrap Protocol,,,
spectraport,3851,tcp,6,SpectraTalk Port,,,
spectraport,3851,udp,17,SpectraTalk Port,,,
sse-app-config,3852,tcp,6,SSE App Configuration,,,
sse-app-config,3852,udp,17,SSE App Configuration,,,
sscan,3853,tcp,6,SONY scanning protocol,,,
sscan,3853,udp,17,SONY scanning protocol,,,
stryker-com,3854,tcp,6,Stryker Comm Port,,,
stryker-com,3854,udp,17,Stryker Comm Port,,,
opentrac,3855,tcp,6,OpenTRAC,,,
opentrac,3855,udp,17,OpenTRAC,,,
informer,3856,tcp,6,INFORMER,,,
informer,3856,udp,17,INFORMER,,,
trap-port,3857,tcp,6,Trap Port,,,
trap-port,3857,udp,17,Trap Port,,,
trap-port-mom,3858,tcp,6,Trap Port MOM,,,
trap-port-mom,3858,udp,17,Trap Port MOM,,,
nav-port,3859,tcp,6,Navini Port,,,
nav-port,3859,udp,17,Navini Port,,,
sasp,3860,tcp,6,Server/Application State Protocol (SASP),,,
sasp,3860,udp,17,Server/Application State Protocol (SASP),,,
winshadow-hd,3861,tcp,6,winShadow Host Discovery,,,
winshadow-hd,3861,udp,17,winShadow Host Discovery,,,
giga-pocket,3862,tcp,6,GIGA-POCKET,,,
giga-pocket,3862,udp,17,GIGA-POCKET,,,
asap-tcp,3863,tcp,6,asap tcp port,,,
asap-udp,3863,udp,17,asap udp port,[RFC5352],,
asap-sctp,3863,sctp,132,asap sctp,[RFC5352],,
asap-tcp-tls,3864,tcp,6,asap/tls tcp port,[RFC5352],,
UNDEFINED,3864,udp,17,Reserved,,,This entry has been removed on 2006-06-23.
asap-sctp-tls,3864,sctp,132,asap-sctp/tls,[RFC5352],,
xpl,3865,tcp,6,xpl automation protocol,,,
xpl,3865,udp,17,xpl automation protocol,,,
dzdaemon,3866,tcp,6,Sun SDViz DZDAEMON Port,,,
dzdaemon,3866,udp,17,Sun SDViz DZDAEMON Port,,,
dzoglserver,3867,tcp,6,Sun SDViz DZOGLSERVER Port,,,
dzoglserver,3867,udp,17,Sun SDViz DZOGLSERVER Port,,,
diameter,3868,tcp,6,DIAMETER,,,
UNDEFINED,3868,udp,17,Reserved,,,
diameter,3868,sctp,132,DIAMETER,[RFC3588],,
ovsam-mgmt,3869,tcp,6,hp OVSAM MgmtServer Disco,,,
ovsam-mgmt,3869,udp,17,hp OVSAM MgmtServer Disco,,,
ovsam-d-agent,3870,tcp,6,hp OVSAM HostAgent Disco,,,
ovsam-d-agent,3870,udp,17,hp OVSAM HostAgent Disco,,,
avocent-adsap,3871,tcp,6,Avocent DS Authorization,,,
avocent-adsap,3871,udp,17,Avocent DS Authorization,,,
oem-agent,3872,tcp,6,OEM Agent,,,
oem-agent,3872,udp,17,OEM Agent,,,
fagordnc,3873,tcp,6,fagordnc,,,
fagordnc,3873,udp,17,fagordnc,,,
sixxsconfig,3874,tcp,6,SixXS Configuration,,,
sixxsconfig,3874,udp,17,SixXS Configuration,,,
pnbscada,3875,tcp,6,PNBSCADA,,,
pnbscada,3875,udp,17,PNBSCADA,,,
dl-agent,3876,tcp,6,"DirectoryLockdown Agent
IANA assigned this well-formed service name as a replacement for ""dl_agent"".",,,
dl_agent,3876,tcp,6,DirectoryLockdown Agent,,,"This entry is an alias to ""dl-agent"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
dl-agent,3876,udp,17,"DirectoryLockdown Agent
IANA assigned this well-formed service name as a replacement for ""dl_agent"".",,,
dl_agent,3876,udp,17,DirectoryLockdown Agent,,,"This entry is an alias to ""dl-agent"".
This entry is now historic, not usable for use with many
common service discovery mechanisms."
xmpcr-interface,3877,tcp,6,XMPCR Interface Port,,,
xmpcr-interface,3877,udp,17,XMPCR Interface Port,,,
fotogcad,3878,tcp,6,FotoG CAD interface,,,
fotogcad,3878,udp,17,FotoG CAD interface,,,
appss-lm,3879,tcp,6,appss license manager,,,
appss-lm,3879,udp,17,appss license manager,,,
igrs,3880,tcp,6,IGRS,,,
igrs,3880,udp,17,IGRS,,,
idac,3881,tcp,6,Data Acquisition and Control,,,
idac,3881,udp,17,Data Acquisition and Control,,,
msdts1,3882,tcp,6,DTS Service Port,,,
msdts1,3882,udp,17,DTS Service Port,,,
vrpn,3883,tcp,6,VR Peripheral Network,,,
vrpn,3883,udp,17,VR Peripheral Network,,,
softrack-meter,3884,tcp,6,SofTrack Metering,,,
softrack-meter,3884,udp,17,SofTrack Metering,,,
topflow-ssl,3885,tcp,6,TopFlow SSL,,,
topflow-ssl,3885,udp,17,TopFlow SSL,,,
nei-management,3886,tcp,6,NEI management port,,,
nei-management,3886,udp,17,NEI management port,,,
ciphire-data,3887,tcp,6,Ciphire Data Transport,,,
ciphire-data,3887,udp,17,Ciphire Data Transport,,,
ciphire-serv,3888,tcp,6,Ciphire Services,,,
ciphire-serv,3888,udp,17,Ciphire Services,,,
dandv-tester,3889,tcp,6,D and V Tester Control Port,,,
dandv-tester,3889,udp,17,D and V Tester Control Port,,,
ndsconnect,3890,tcp,6,Niche Data Server Connect,,,
ndsconnect,3890,udp,17,Niche Data Server Connect,,,
rtc-pm-port,3891,tcp,6,Oracle RTC-PM port,,,
rtc-pm-port,3891,udp,17,Oracle RTC-PM port,,,
pcc-image-port,3892,tcp,6,PCC-image-port,,,
pcc-image-port,3892,udp,17,PCC-image-port,,,
cgi-starapi,3893,tcp,6,CGI StarAPI Server,,,
cgi-starapi,3893,udp,17,CGI StarAPI Server,,,
syam-agent,3894,tcp,6,SyAM Agent Port,,,
syam-agent,3894,udp,17,SyAM Agent Port,,,
syam-smc,3895,tcp,6,SyAm SMC Service Port,,,
syam-smc,3895,udp,17,SyAm SMC Service Port,,,
sdo-tls,3896,tcp,6,Simple Distributed Objects over TLS,,,
