app_proto,network_port,network_proto,proto,network_description,network_reference,network_known_unauthorized_use,network_notes
jmap,,tcp,6,JSON Mail Access Protocol,,,Defined TXT keys: None
jnx-kcsync,,tcp,6,jollys keychain cloud sync protocol,,,"Defined TXT keys: hash=<40hex characters>
      salt=<40hex characters>
      uuid=<40hex characters>
      Example:
      hash=5e7580598c0d7064d4fc79faaeb42585e1a675f8
      salt=f0164cb3a0c3d7efe75abea8fda86d2d56c8dda9
      uuid=db61dc092922252e45bbb264f59147138c7fd5fa"
jtag,,,,Proprietary,,,"Defined TXT keys: blocked=<name of the device>, version=<firmware/instrument controller version>"
jukebox,,tcp,6,Jukebox Request Service,,,Defined TXT keys: None
jukejoint,,tcp,6,Music sharing protocol,,,Defined TXT keys: none
keynoteaccess,,tcp,6,KeynoteAccess is used for sending remote requests/responses when controlling a slideshow with Keynote Remote,,,Defined TXT keys: None
keynotepairing,,tcp,6,KeynotePairing is used to pair Keynote Remote with Keynote,,,Defined TXT keys: None
kiwin,,tcp,6,Topology Discovery,,,"Defined TXT keys: kiwin, top"
ktp,,,,Kabira Transaction Platform,,,Defined TXT keys: None
la-maint,,,,IMP Logical Address Maintenance,,,This service name is no longer in use.
labyrinth,,udp,17,Labyrinth local multiplayer protocol,,,Defined TXT keys: None
lan2p,,,,Lan2P Peer-to-Peer Network Protocol,,,Defined TXT keys: None
lapse,,,,Gawker,,,Defined TXT keys: None
leaf,,,,Lua Embedded Application Framework,,,"Defined TXT keys:   name=<readable name>
  product=<product name/model>
  version=<version number>"
lexicon,,,,Lexicon Vocabulary Sharing,,,Defined TXT keys: None
liaison,,,,Liaison,,,Defined TXT keys: None
library,,,,Delicious Library 2 Collection Data Sharing Protocol,,,Defined TXT keys: None
libratone,,,,Protocol for setup and control of Libratone products,,,Defined TXT keys: None
licor,,,,LI-COR Biosciences instrument discovery,,,Defined TXT keys: None
llrp-secure,,,,RFID reader Low Level Reader Protocol over SSL/TLS,,,Defined TXT keys: None
lobby,,,,Gobby,,,Defined TXT keys: None
logicnode,,udp,17,Logic Pro Distributed Audio,,,Defined TXT keys: None
lonbridge,,,,Echelon LonBridge Server,,,Defined TXT keys: None
lontalk,,,,LonTalk over IP (ANSI 852),,,Defined TXT keys: None
lonworks,,,,Echelon LNS Remote Client,,,Defined TXT keys: None
lsys-appserver,,,,Linksys One Application Server API,,,"Defined TXT keys:    path=value (relative URL)
   engname=value (string)"
lsys-camera,,,,Linksys One Camera API,,,"Defined TXT keys:    brand=value (string)
   model=value (string)
   version=value (string)"
lsys-ezcfg,,,,LinkSys EZ Configuration,,,"Defined TXT keys:   model=value (string)
  serial=value (sring)
  hwversion=value (string)
  swversion=value (string)
  ifversion=value (string)
  type=value (string)
  mac=value (12 hex digits)"
lsys-oamp,,,,"LinkSys Operations, Administration, Management, and Provisioning",,,"Defined TXT keys:   model=value (string)
  serial=value (sring)
  hwversion=value (string)
  swversion=value (string)
  ifversion=value (string)
  type=value (string)
  mac=value (12 hex digits)"
lumiere,,tcp,6,A protocol to remotely control DMX512 devices over the network,,,Defined TXT keys: None
lumis-lca,,tcp,6,Lumis Cache Appliance Protocol,,,Defined TXT keys: none
lux-dtp,,,,Lux Solis Data Transport Protocol,,,Defined TXT keys: None
lxi,,,,LXI,,,"Defined TXT keys: txtvers, *IDN?=<response defined by IEEE 488; e.g., manufacturer, model, serial number, version>"
lyrics,,,,iPod Lyrics Service,,,Defined TXT keys: Proprietary
M30S1PT,,tcp,6,Moritz30-Project Standard protocol 1 Plain Text,,,Defined TXT keys: None
M30S1PT,,udp,17,Moritz30-Project Standard protocol 1 Plain Text,,,Defined TXT keys: None
macfoh,,,,MacFOH,,,Defined TXT keys: None
macfoh-admin,,,,MacFOH admin services,,,Defined TXT keys: None
macfoh-audio,,udp,17,MacFOH audio stream,,,Defined TXT keys: None
macfoh-events,,udp,17,MacFOH show control events,,,Defined TXT keys: None
macfoh-data,,udp,17,MacFOH realtime data,,,Defined TXT keys: None
macfoh-db,,,,MacFOH database,,,Defined TXT keys: None
macfoh-remote,,,,MacFOH Remote,,,Defined TXT keys: None
macminder,,,,Mac Minder,,,Defined TXT keys: None
maestro,,,,Maestro Music Sharing Service,,,Defined TXT keys: None
magicdice,,,,Magic Dice Game Protocol,,,Defined TXT keys: None
mandos,,,,Mandos Password Server,,,Defined TXT keys: None
mas,,tcp,6,Pravala Mobility and Aggregation Service,,,Defined TXT keys: None
mas,,udp,17,Pravala Mobility and Aggregation Service,,,Defined TXT keys: None
matrix,,,,MATRIX Remote AV Switching,,,Defined TXT keys: None
mavlink,,tcp,6,MAVLink Micro Air Vehicle Communication Protocol,,,Defined TXT keys: 0
mazepseudo-game,,udp,17,Peer to peer communication between instances of the Maze Pseudo game.,,,Defined TXT keys: 1 TXT record key for the RSA public key used by the server instance.
mbconsumer,,,,MediaBroker++ Consumer,,,Defined TXT keys: None
mbproducer,,,,MediaBroker++ Producer,,,Defined TXT keys: None
mbserver,,,,MediaBroker++ Server,,,Defined TXT keys: None
mconnect,,,,ClairMail Connect,,,Defined TXT keys: None
mcrcp,,,,MediaCentral,,,Defined TXT keys: None
mediaboard1,,,,MediaBoardONE Asset and Information Manager data sharing and synchronization protocol,,,Defined TXT keys: None
mediatap,,tcp,6,Mediatap streaming protocol,,,Defined TXT keys: Proprietary
mercurydock,,tcp,6,Mercury Dock Assistant,,,"Defined TXT keys:  status, signature, ver"
mesamis,,,,Mes Amis,,,Defined TXT keys: None
mi-raysat,,,,Mental Ray for Maya,,,Defined TXT keys: None
mieleacs,,tcp,6,Protocol for connected accessories,,,Defined TXT keys: txtvers and proprietary keys
mieleathome,,tcp,6,Miele@home Protocol,,,Defined TXT keys: txtvers and proprietary keys
mieleprof,,tcp,6,Miele protocol for prof. appliances,,,Defined TXT keys: txtvers and proprietary keys
mielesemiprof,,tcp,6,Miele protocol for semi prof. appliances,,,Defined TXT keys: txtvers and proprietary keys
mist,,tcp,6,"A Medical Interoperability Service Type, used to identify medical devices providing network interfaces.",,,Defined TXT keys: https://www.praesentia.com/medkit/mist-service-type (dn dt md mf pr sn vn)
mmm,,tcp,6,"Provides a client with access to the Mathematical Mesh, a 
      user-focused PKI.",,,Defined TXT keys: None
mn-passage,,tcp,6,A Remote Control Application service used to control Computers on a Local Area Network,,,Defined TXT keys: inherited from bonjour/iOS multipeer connectivity
mn-passage,,udp,17,A Remote Control Application service used to control Computers on a Local Area Network,,,Defined TXT keys: inherited from bonjour/iOS multipeer connectivity
modolansrv,,,,modo LAN Services,,,Defined TXT keys: None
mogeneti-auth,,tcp,6,Authentication service for Mogeneti Software Applications,,,Defined TXT keys: none
moneysync,,,,SplashMoney Synchronization Service,,,Defined TXT keys: Proprietary
moneyworks,,,,MoneyWorks Gold and MoneyWorks Datacentre network service,,,Defined TXT keys: None
moodring,,,,Bonjour Mood Ring tutorial program,,,Defined TXT keys: txtvers=1 mood=<ascii digit from 0-4>
mother,,,,Mother script server protocol,,,"Defined TXT keys: user, ssl"
movieslate,,,,MovieSlate digital clapperboard,,,Defined TXT keys: Proprietary
mp3sushi,,,,MP3 Sushi,,,Defined TXT keys: None
mqtt,,,,IBM MQ Telemetry Transport Broker,,,"Defined TXT keys: topics=<open topic to subscribe to for information>, eg topic=/info"
mslingshot,,,,Martian SlingShot,,,"Defined TXT keys: displayName, passwordRequired, acceptsUpdates"
msrps,,tcp,6,MSRP protocol over TLS,[RFC4976],,Defined TXT keys:
mumble,,,,Mumble VoIP communication protocol,,,Defined TXT keys: None
musicmachine,,,,Protocol for a distributed music playing service,,,"Defined TXT keys: apiversion, passreq"
mysync,,,,MySync Protocol,,,Defined TXT keys: None
mttp,,,,MenuTunes Sharing,,,Defined TXT keys: None
mxim-art2,,,,Maxim Integrated Products Automated Roadtest Mk II,,,Defined TXT keys: Proprietary
mxim-ice,,,,Maxim Integrated Products In-circuit Emulator,,,Defined TXT keys: Proprietary
mxs,,,,MatrixStore,,,"Defined TXT keys: None
  mxs.system.id=<system id>
  mxs.system.version=<system layer version>
  mxs.cluster.id=<cluster id the system belongs to>"
naio,,tcp,6,NetAcquire server input/output protocol,,,"Defined TXT keys: txtvers, fn"
nasmon,,tcp,6,Proprietary communication protocol for NAS Monitor,,,Defined TXT keys: Proprietary
nasmon,,udp,17,Proprietary communication protocol for NAS Monitor,,,Defined TXT keys: Proprietary
nasunifiler,,tcp,6,This DNS-SD service is used by mobile clients to locate the Nasuni Filer (a storage product) for a given company.,,,Defined TXT keys: companyfullname == The name of the company hosting the Nasuni Filer
ncbroadcast,,,,Network Clipboard Broadcasts,,,Defined TXT keys: Contact The ZAZ Software <networkclipboard at thezaz.com>
ncdirect,,,,Network Clipboard Direct Transfers,,,Defined TXT keys: Contact The ZAZ Software <networkclipboard at thezaz.com>
ncount-issuer,,tcp,6,The issuer service in the n-Count electronic value transfer system,,,Defined TXT keys: None
ncsyncserver,,,,Network Clipboard Sync Server,,,Defined TXT keys: Contact The ZAZ Software <networkclipboard at thezaz.com>
nedap-aepu,,tcp,6,Nedap AEOS processing unit,,,Defined TXT keys: None
neoriders,,udp,17,NeoRiders Client Discovery Protocol,,,Defined TXT keys: None
netready,,tcp,6,UpdateLogic NetReady Device Identification,,,Defined TXT keys: Proprietary
netrestore,,,,NetRestore,,,"Defined TXT keys: message, status, progress"
netvu-video,,tcp,6,AD Group NetVu Connected Video,,,Defined TXT keys: none
nextcap,,tcp,6,Proprietary communication protocol for NextCap capture solution,,,Defined TXT keys: Proprietary
nextcap,,udp,17,Proprietary communication protocol for NextCap capture solution,,,Defined TXT keys: Proprietary
nfs-domainroot,,tcp,6,"NFS service for the domain root, the root of an organization's published file namespace.",[RFC6641],,Defined TXT keys: None
ngr-keydist,,tcp,6,NGR Key Distribution,,,Defined TXT keys: None
ni,,tcp,6,National Instruments Network Device,,,"Defined TXT keys: MAC, DevClass, ProdId, ProdName, SerialNo, Status, ImgPath, Comment"
ni-ftp,,tcp,6,NI FTP,,,Defined TXT keys: None
ni-ftp,,udp,17,NI FTP,,,Defined TXT keys: None
ni-mail,,tcp,6,NI MAIL,,,Defined TXT keys: None
ni-mail,,udp,17,NI MAIL,,,Defined TXT keys: None
ni-rt,,tcp,6,National Instruments Real-Time Target,,,"Defined TXT keys: MAC, OS, OSVer, ProcArch"
ni-sysapi,,tcp,6,National Instruments System API Service,,,"Defined TXT keys: MAC, Experts, Version"
nodel,,tcp,6,Lightweight event based control protocol utilising JavaScript Object Notation,,,Defined TXT keys: None
ntlx-arch,,,,American Dynamics Intellex Archive Management Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial"
ntlx-ent,,,,American Dynamics Intellex Enterprise Management Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial"
ntlx-video,,,,American Dynamics Intellex Video Service,,,"Defined TXT keys: txtvers, macaddress, protovers, model, serial, control, event"
ntx,,udp,17,Tenasys,,,Defined TXT keys: None
nusdp,,tcp,6,Nuance Unity Service Discovery Protocol,,,Defined TXT keys: None
oak,,tcp,6,Oak Device Services,,,Defined TXT keys: None
oak,,udp,17,Oak Device Services,,,Defined TXT keys: None
obf,,,,Observations Framework,,,Defined TXT keys: version=<value>
objective,,,,Means for clients to locate servers in an Objective (http://www.objective.com) instance.,,,"Defined TXT keys:   txtvers='1'
  type={'production'|'standby'|'test'|'demo'}
  protocol={['SOAP'],['CORBA']}
  transport=['iiop']|['http']"
oca,,tcp,6,"Insecure OCP.1 protocol, which is the insecure TCP/IP implementation of the Object Control Architecture",,,Defined TXT keys: txtvers=1 protovers=x
oca,,udp,17,"Insecure OCP.1 protocol, which is the insecure TCP/IP implementation of the Object Control Architecture",,,Defined TXT keys: txtvers=1 protovers=x
ocasec,,tcp,6,"Secure OCP.1 protocol, which is the secure TCP/IP implementation of the Object Control Architecture",,,Defined TXT keys: txtvers=1 protovers=x
ocasec,,udp,17,"Secure OCP.1 protocol, which is the secure TCP/IP implementation of the Object Control Architecture",,,Defined TXT keys: txtvers=1 protovers=x
ocaws,,tcp,6,Insecure OCP.1 hosted on a WebSocket,,,Defined TXT keys: txtvers protovers path
oce,,,,Oce Common Exchange Protocol,,,"Defined TXT keys: type, version"
od-master,,,,OpenDirectory Master,,,Defined TXT keys: None
odabsharing,,,,OD4Contact,,,Defined TXT keys: None
odisk,,,,Optical Disk Sharing,,,"Defined TXT keys: sys, dkX"
officetime-sync,,,,OfficeTime Synchronization Protocol,,,Defined TXT keys: None
ofocus-conf,,,,OmniFocus setting configuration,,,Defined TXT keys: None
ofocus-sync,,,,OmniFocus document synchronization,,,Defined TXT keys: Proprietary
ola,,tcp,6,Web Interface for the Open Lighting Architecture Software,,,"Subtypes: _www-http
      Defined TXT keys: None"
olpc-activity1,,udp,17,One Laptop per Child activity,,,Defined TXT keys: Shared_Activity_Protocol_1.0
oma-bcast-sg,,,,OMA BCAST Service Guide Discovery Service,,,Defined TXT keys: None
omadm-bootstrap,,tcp,6,Open Mobile Alliance (OMA) Device Management (DM) Bootstrap Server Discovery Service,,,Defined TXT keys: None
omni-bookmark,,,,OmniWeb,,,Defined TXT keys: None
omni-live,,,,Service for remote control of Omnisphere virtual instrument,,,Defined TXT keys: omni-livetxt.html
openbase,,,,OpenBase SQL,,,Defined TXT keys: None
opencu,,udp,17,Conferencing Protocol,,,Defined TXT keys: None
openpath,,tcp,6,Discovery of OpenPath appliances,,,Defined TXT keys: Proprietary
oprofile,,,,oprofile server protocol,,,Defined TXT keys: None
oscit,,udp,17,Open Sound Control Interface Transfer,,,Defined TXT keys: None
ovready,,,,ObjectVideo OV Ready Protocol,,,"Defined TXT keys: txtvers, protovers"
owhttpd,,,,OWFS (1-wire file system) web server,,,Defined TXT keys: txtvers
parentcontrol,,,,Remote Parental Controls,,,Defined TXT keys: None
passwordwallet,,,,PasswordWallet Data Synchronization Protocol,,,Defined TXT keys: None
pcast,,,,Mac OS X Podcast Producer Server,,,Defined TXT keys: None
p2pchat,,udp,17,Peer-to-Peer Chat (Sample Java Bonjour application),,,Defined TXT keys: None
p2pstorage-sec,,tcp,6,DataBOND p2p storage,,,"Defined TXT keys: txtvers, machineid, status"
pairandshare,,tcp,6,Pair & Share data protocol,,,Defined TXT keys: Proprietary
panoply,,tcp,6,Panoply multimedia composite transfer protocol,,,Defined TXT keys: None
parabay-p2p,,tcp,6,Parabay P2P protocol,,,Defined TXT keys: None
parity,,tcp,6,PA-R-I-Ty (Public Address - Radio - Intercom - Telefony),,,Defined TXT keys: Proprietary
parity,,udp,17,PA-R-I-Ty (Public Address - Radio - Intercom - Telefony),,,Defined TXT keys: Proprietary
pgpkey-hkp,,,,Horowitz Key Protocol (HKP),,,Defined TXT keys: None
pgpkey-http,,,,PGP Keyserver using HTTP/1.1,,,"Defined TXT keys: path=<path on the server where the HKP applications reside>
                  normally: ""path=/pks/"""
pgpkey-https,,,,PGP Keyserver using HTTPS,,,"Defined TXT keys: path=<path on the server where the HKP applications reside>
                  normally: ""path=/pks/"""
pgpkey-ldap,,,,PGP Keyserver using LDAP,,,Defined TXT keys: None
pgpkey-mailto,,,,PGP Key submission using SMTP,,,Defined TXT keys: user=<user portion of the mail address>
photoparata,,,,Photo Parata Event Photography Software,,,Defined TXT keys: None
photoshow,,tcp,6,Show Photos over TCP,,,Defined TXT keys: None
photosmithsync,,tcp,6,Photosmith's iPad to Lightroom sync protocol,,,Defined TXT keys: None
pictua,,,,Pictua Intercommunication Protocol,,,Defined TXT keys: None
piesync,,,,pieSync Computer to Computer Synchronization,,,Defined TXT keys: None
piu,,,,Pedestal Interface Unit by RPM-PSI,,,Defined TXT keys: None
pkixrep,,,,Public Key Infrastructure Repository Locator Service,[RFC4386],,
poch,,,,Parallel OperatiOn and Control Heuristic (Pooch),,,Defined TXT keys: None
pochi,,tcp,6,A presenter to audience transfer service,,,"Defined TXT keys: key ""txtvers"" for specification versioning, 
      and key ""name"" representing the advertising presentation string 
      value name for the audience application to retrieve and display."
podcastproxy,,tcp,6,Protocol for communication between Podcast,,,Defined TXT keys: None
pokeeye,,,,"Communication channel for ""Poke Eye"" Elgato EyeTV remote controller",,,Defined TXT keys: None
powereasy-erp,,,,PowerEasy ERP,,,"Defined TXT keys: ip, port, name, instance, cgi-alias, major-version, minor-version, custom"
powereasy-pos,,,,PowerEasy Point of Sale,,,"Defined TXT keys: ip, port, type, device-id, major-version, minor-version, custom"
pplayer-ctrl,,,,Piano Player Remote Control,,,Defined TXT keys: Proprietary
pres,,tcp,6,Presence,[RFC3861],,
pres,,udp,17,Presence,[RFC3861],,
presence,,,,Peer-to-peer messaging / Link-Local Messaging,,,"Defined TXT keys: See http://www.xmpp.org/registrar/linklocal.html
Note: Registration updated May 2007. Was formerly listed as ""iChat AV"" 
(Apple's IM client for Mac OS X) with TXT keys: txtvers, port.p2pj, phsh, vc,
1st, AIM, msg, status, last When first shipped in Mac OS X 10.2, iChat's
peer-to-peer messaging protocol was created to solve the problem of serverless
messaging between peers on the same link.  However, there is nothing inherent 
in the protocol that limits it to being only link-local; it was simply 
an artifact of iChat in Mac OS X 10.2 using link-local Multicast DNS to
discover peers. With the advent of Wide-Area DNS-SD, it is also possible 
to use iChat's peer-to-peer messaging between machines on different links."
print-caps,,,,Retrieve a description of a device's print capabilities,,,Defined TXT keys: None
printopia,,tcp,6,Printopia Server,,,"Defined TXT keys: uuid, vers, pvers"
profilemac,,,,Profile for Mac medical practice management software,,,Defined TXT keys: None
prolog,,,,Prolog,,,Defined TXT keys: version=<version number>
protonet,,,,Protonet node and service discovery protocol,,,"Defined TXT keys: version, notes"
psap,,udp,17,Progal Service Advertising Protocol,,,"Defined TXT keys: c0, c1, ..., cn"
psia,,,,Physical Security Interoperability Alliance Protocol,,,"Defined TXT keys: txtvers, protovers"
pstmailsync,,tcp,6,File synchronization protocol for Pst Mail Sync,,,Defined TXT keys: uuid=<unique instance identifier>
pstmailsync-ssl,,tcp,6,Secured file synchronization protocol for Pst Mail Sync,,,Defined TXT keys: uuid=<unique instance identifier>
ptnetprosrv2,,,,PTNetPro Service,,,"Defined TXT keys: None
Profiling and performance analysis protocol for Shark 4.0 and BigTop."
ptp-init,,tcp,6,Picture Transfer Protocol(PTP) Initiator,,,"Defined TXT keys: srvver, mn, mf, md, srv, tid"
ptp-req,,,,PTP Initiation Request Protocol,,,"Defined TXT keys: txtvers, guid, c0, c1, c2, ..., where the number of c_n attributes is variable"
puzzle,,,,Protocol used for puzzle games,,,Defined TXT keys: None
pvaccess,,tcp,6,Experimental Physics and Industrial Control System,,,Defined TXT keys: None
qbox,,,,QBox Appliance Locator,,,Defined TXT keys: None
qttp,,,,QuickTime Transfer Protocol,,,Defined TXT keys: u=<username> p=<password> path=<path to document> (Same as for _http._tcp)
quad,,tcp,6,Distributed Game Data,,,Defined TXT keys: Proprietary
quinn,,,,Quinn Game Server,,,Defined TXT keys: None
qwizcollab,,tcp,6,"Broadcast of Qwizdom Presentation sessions for joining by a 
      client, such as Qwizdom Notes+.",,,Defined TXT keys: None
rakket,,,,Rakket Client Protocol,,,Defined TXT keys: None
radiotag,,,,RadioTAG: Event tagging for radio services,,,Defined TXT keys: None
radiovis,,,,RadioVIS: Visualisation for radio services,,,Defined TXT keys: None
radioepg,,,,RadioEPG: Electronic Programme Guide for radio services,,,Defined TXT keys: None
radioport,,tcp,6,RadioPort Message Service,,,Defined TXT keys: NONE
radioport,,udp,17,RadioPort Message Service,,,Defined TXT keys: NONE
radiusdtls,,udp,17,"Authentication, Accounting, and Dynamic Authorization via the RADIUS protocol. This service name is used to construct the SRV service label ""_radiusdtls"" for discovery of RADIUS/DTLS servers.",[RFC7585],,Defined TXT keys: None
radiustls,,tcp,6,"Authentication, Accounting, and Dynamic Authorization via the RADIUS protocol. This service name is used to construct the SRV service label ""_radiustls"" for discovery of RADIUS/TLS servers.",[RFC7585],,Defined TXT keys: None
railduino,,tcp,6,Model Railroad Messaging,,,Defined TXT keys: role=master
raop,,,,Remote Audio Output Protocol (AirTunes),,,Defined TXT keys: None
rbr,,,,RBR Instrument Communication,,,Defined TXT keys: None
rce,,,,PowerCard,,,Defined TXT keys: None
rdp,,,,Windows Remote Desktop Protocol,,,Defined TXT keys: None
realplayfavs,,,,RealPlayer Shared Favorites,,,Defined TXT keys: None
recipe-box,,tcp,6,The Recipe Box Exchange,,,Defined TXT keys: txtvers
recipe-sharing,,tcp,6,Recipe Sharing Protocol,,,Defined TXT keys: [http://www.recipemanager.org/rsp/rsp10draft.html#dnssd]
recolive-cc,,tcp,6,Remote Camera Control,,,"Defined TXT keys:  txtvers, cid, nbd, cap"
recolive-cc,,udp,17,Remote Camera Control,,,"Defined TXT keys:  txtvers, cid, nbd, cap"
recordit-itp,,tcp,6,Recordit Image Transport Protocol,,,Defined TXT keys: None
remote,,,,Remote Device Control Protocol,,,"Defined TXT keys:   txtvers=<TXT record version tag>
  protovers=<protocol vesion number>
  forground=<primary device or system>
  version=<firmware/instrument controller version>"
remotebuddy,,tcp,6,Remote Buddy remote control software command and data exchange,,,Defined TXT keys: None
remoteburn,,,,LaCie Remote Burn,,,"Defined TXT keys: server_version, min_client_version"
renderpipe,,,,ARTvps RenderDrive/PURE Renderer Protocol,,,Defined TXT keys: None
rendezvouspong,,,,RendezvousPong,,,Defined TXT keys: None
renkara-sync,,,,Renkara synchronization protocol,,,Defined TXT keys: None
resol-vbus,,,,RESOL VBus,,,Defined TXT keys: None
retrospect,,,,Retrospect backup and restore service,,,Defined TXT keys: None
rfbc,,,,Remote Frame Buffer Client (Used by VNC viewers in listen-mode),,,"Defined TXT keys: server=dns-name/ip-address:port of currently displayed VNC server.
  Empty if not showing anything/available."
rfid,,,,RFID Reader Mach1(tm) Protocol,,,Defined TXT keys: None
rgb,,tcp,6,RGB Spectrum Device Discovery,,,"Defined TXT keys: Keyboard, Mouse, Option1, Option2, Option3, Option4, ModelName"
riousbprint,,,,Remote I/O USB Printer Protocol,,,Defined TXT keys: See BonjourPrinting.pdf.
roambot,,tcp,6,Roambot communication,,,Defined TXT keys: None
robustirc,,tcp,6,"Like ircu (RFC1459), but failure tolerant due to strong consistency among n>=3 servers",,,Defined TXT keys: None
roku-rcp,,,,Roku Control Protocol,,,Defined TXT keys: txtvers=1
roomcast-capi,,tcp,6,RoomCast Control Protocol,,,"Defined TXT keys: protocolVersion, uuid"
roomcast-mapi,,tcp,6,RoomCast Management Protocol,,,"Defined TXT keys: protocolVersion, uuid"
rql,,,,RemoteQuickLaunch,,,Defined TXT keys: None
rr-disc,,,,Robot Raconteur discovery,,,Defined TXT keys: None
rradict,,tcp,6,"Ruckus Radio Access Device, Installation, Commissioning and Troubleshooting service.",,,"Defined TXT keys: txtvers=<version>, serial=<serial number>, 
        mac=<mac-address>, model=<model number>, opMode=<operational mode>, 
          tx=<transmitter-status>, timing=<timing-status>"
rsmp-server,,,,Remote System Management Protocol (Server Instance),,,Defined TXT keys: apiver=<major.minor>
rubygems,,,,RubyGems GemServer,,,Defined TXT keys: None
rxxmiele,,tcp,6,Miele protocol robot cleaners,,,Defined TXT keys: txtvers and proprietary keys
rym-rrc,,tcp,6,Raymarine remote control protocol,,,"Defined TXT keys: raymarine-mfd-rrc-version, raymarine-mfd-model, raymarine-mfd-serial"
safarimenu,,,,Safari Menu,,,Defined TXT keys: None
sallingbridge,,,,Salling Clicker Sharing,,,Defined TXT keys: None
sallingclicker,,,,Salling Clicker Service,,,Defined TXT keys: None
salutafugijms,,,,Salutafugi Peer-To-Peer Java Message Service Implementation,,,Defined TXT keys: SalutaProperties
sandvox,,,,Sandvox,,,Defined TXT keys: None
savagesoft,,tcp,6,Proprietary Client Server Protocol,,,Defined TXT keys: None
sc-golf,,,,StrawberryCat Golf Protocol,,,Defined TXT keys: None
scanner,,,,Bonjour Scanning,,,Defined TXT keys: None
schick,,,,Schick,,,Defined TXT keys: None
schims,,tcp,6,schindler internal messaging service,,,Defined TXT keys: None
schlog,,tcp,6,logging service,,,Defined TXT keys: None
schmpp,,tcp,6,Schindler maintenance portal protocol,,,Defined TXT keys: None
schoms,,tcp,6,schindler object messaging system,,,Defined TXT keys: None
schsap,,tcp,6,Schindler service authentication portal,,,Defined TXT keys: None
schsrmp,,tcp,6,Schindler internal messaging service,,,Defined TXT keys: None
scone,,,,Scone,,,Defined TXT keys: None
scoop-sftp,,tcp,6,"The service name is used by the SFTP protocol to 
      upload log files from vehicles to road side units in a securely 
      way in a cooperative intelligent transportation system.",,,Defined TXT keys: None
scoop-sftp,,udp,17,"The service name is used by the SFTP protocol to 
      upload log files from vehicles to road side units in a securely 
      way in a cooperative intelligent transportation system.",,,Defined TXT keys: None
scpi-raw,,,,IEEE 488.2 (SCPI) Socket,,,Defined TXT keys: None
scpi-telnet,,,,IEEE 488.2 (SCPI) Telnet,,,Defined TXT keys: None
sdsharing,,,,Speed Download,,,Defined TXT keys: None
see,,,,SubEthaEdit 2,,,"Defined TXT keys: txtvers=1, name=<Full Name>, userid=<User ID>, version=2"
seeCard,,,,seeCard,,,Defined TXT keys: None
senteo-http,,,,Senteo Assessment Software Protocol,,,Defined TXT keys: None
sentillion-vlc,,,,Sentillion Vault System,,,Defined TXT keys: None
sentillion-vlt,,,,Sentillion Vault Systems Cluster,,,Defined TXT keys: None
sepvsync,,,,SEPV Application Data Synchronization Protocol,,,Defined TXT keys: Proprietary
serendipd,,,,serendiPd Shared Patches for Pure Data,,,Defined TXT keys: None
servereye,,,,ServerEye AgentContainer Communication Protocol,,,Defined TXT keys: None
servermgr,,,,Mac OS X Server Admin,,,Defined TXT keys: None
services,,,,DNS Service Discovery,,,Not a service type. Special name reserved for DNS-SD meta queries.
sessionfs,,,,Session File Sharing,,,"Defined TXT keys: Text keys are the file extensions of any file the user plans to share, i.e. pdf, doc, mp3."
setlistmaker-rc,,tcp,6,Remote Control for Set List Maker app,,,Defined TXT keys: None
setlistmaker-ss,,tcp,6,Screen sharing for Set List Maker app,,,Defined TXT keys: None
sftp-ssh,,,,Secure File Transfer Protocol over SSH,,,Defined TXT keys: u=<username> p=<password> path=<path>
sge-exec,,,,Sun Grid Engine (Execution Host),,,Defined TXT keys: None
sge-qmaster,,,,Sun Grid Engine (Master),,,Defined TXT keys: None
shifter,,,,Window Shifter server protocol,,,"Defined TXT keys:   username     The login username to use (optional)
  ssh_tunnel   Whether an SSH tunnel must be used (required)
  iface        The network interface the server is on (required - may be empty)
  version      Software version (required)
  ID           Server Identifier (requried)"
ship,,tcp,6,SHIP (Smart Home IP),,,Defined TXT keys: txtvers=<txtVersionNumber> id=<uniqueDeviceIdentifier> path=<wssPath> seesport=<portForSmartEndToEndSecurityIfSupported> register=<registerFlag>
shipsgm,,,,Swift Office Ships,,,Defined TXT keys: None
shipsinvit,,,,Swift Office Ships,,,Defined TXT keys: None
shoppersync,,,,SplashShopper Synchronization Service,,,Defined TXT keys: Proprietary
shots-sync,,udp,17,"The protocol is used to sync database among iOS devices 
      and Mac OS X computers.",,,Defined TXT keys: None
shoutcast,,,,Nicecast,,,Defined TXT keys: None
siminsufflator,,tcp,6,Simulated insufflator synchronisation protocol,,,Defined TXT keys: None
simmon,,,,Medical simulation patient monitor syncronisation protocol,,,Defined TXT keys: None
simusoftpong,,,,simusoftpong iPhone game protocol,,,Defined TXT keys: Proprietary
sipuri,,,,Session Initiation Protocol Uniform Resource Identifier,,,Defined TXT keys: Defined in URL specification
sironaxray,,,,Sirona Xray Protocol,,,Defined TXT keys: Manufacturer=Sirona
skillscapture,,tcp,6,The protocol is used to transfer database records between an iOS device to a Mac OS X computer,,,Defined TXT keys: None
skillscapture,,udp,17,The protocol is used to transfer database records between an iOS device to a Mac OS X computer,,,Defined TXT keys: None
skype,,,,Skype,,,"Defined TXT keys: platform, status, auth, rversion, version"
